date,current_market_queries,last_year_market_queries
"2023-05-13",58.01656258484931,46.66033125169699
"2023-05-14",72.0676079283193,66.84089057833287
"2023-05-15",78.34645669291339,69.80722237306544
"2023-05-16",77.28753733369535,65.72766766223188
"2023-05-17",71.45669291338582,63.79989139288623
"2023-05-18",71.83681781156666,59.890035297311975
"2023-05-19",63.99674178658702,54.90768395329894
"2023-05-20",59.3266358946511,52.09747488460494
"2023-05-21",73.75101819169156,68.68721151235405
"2023-05-22",77.7626934564214,70.67607928319305
"2023-05-23",74.00217214227531,67.32962259027967
"2023-05-24",73.12652728753733,61.851751289709476
"2023-05-25",65.85663860982895,62.87673092587565
"2023-05-26",57.91474341569373,54.16779799076839
"2023-05-27",52.029595438501225,50.366549008960085
"2023-05-28",63.81346728210698,68.23920716806951
"2023-05-29",79.66331794732555,67.28210697800706
"2023-05-30",74.76242193863698,63.94922617431442
"2023-05-31",70.2755905511811,58.9872386641325
"2023-06-01",67.8319304914472,55.29459679609015
"2023-06-02",60.78604398588107,51.39152864512626
"2023-06-03",58.16589736627749,47.895737170784685
"2023-06-04",75.69237035025795,65.5308172685311
"2023-06-05",79.11349443388542,74.78957371707847
"2023-06-06",77.7151778441488,67.18707575346185
"2023-06-07",70.54710833559598,66.33179473255498
"2023-06-08",69.4270974748846,60.813195764322565
"2023-06-09",62.869942981265275,52.4708118381754
"2023-06-10",59.1569372793918,50.75346185175129
"2023-06-11",80.40999185446647,67.62150420852566
"2023-06-12",82.5346185175129,67.67580776540863
"2023-06-13",78.13603040999186,62.51696986152593
"2023-06-14",75.61770295954385,58.74966060276948
"2023-06-15",70.53353244637523,56.774368721151234
"2023-06-16",65.32717893021993,49.02253597610643
"2023-06-17",62.829215313603044,48.7645940809123
"2023-06-18",82.11376595166983,65.78197121911485
"2023-06-19",83.75644854737985,66.98343741515069
"2023-06-20",81.23812109693185,61.41732283464567
"2023-06-21",74.14471897909313,58.98045071952213
"2023-06-22",68.79581862612001,54.683681781156665
"2023-06-23",62.48303013847407,49.28726581591094
"2023-06-24",60.94216671191963,48.75101819169156
"2023-06-25",81.31278848764595,66.41325006787945
"2023-06-26",85.70458865055662,64.78414336139016
"2023-06-27",82.73825685582406,61.491990225359764
"2023-06-28",78.0274232962259,58.25414064621233
"2023-06-29",73.47950040727667,54.161010046158026
"2023-06-30",65.48330165625849,49.327993483573174
"2023-07-01",69.25739885962531,49.07683953298941
"2023-07-02",91.11458050502308,64.03068150963888
"2023-07-03",94.12842791202824,64.27504751561227
"2023-07-04",88.14146076568015,61.790659788216125
"2023-07-05",82.51425468368178,63.04642954113494
"2023-07-06",77.24680966603313,59.91039913114309
"2023-07-07",69.01303285365191,55.47108335595981
"2023-07-08",70.87971762150421,53.95737170784686
"2023-07-09",91.91555796904697,69.86152592994841
"2023-07-10",94.17594352430085,72.6717349986424
"2023-07-11",87.4490904154222,68.23241922345913
"2023-07-12",82.10019006244909,64.64838446918273
"2023-07-13",79.43931577518327,64.3904425739886
"2023-07-14",73.48628835188705,57.588922074395875
"2023-07-15",76.20825414064622,55.73581319576432
"2023-07-16",92.18028780885147,71.1240836274776
"2023-07-17",93.20526744501765,71.74178658702145
"2023-07-18",88.14146076568015,66.17567200651642
"2023-07-19",80.53896280206354,65.13711648112951
"2023-07-20",76.17431441759435,64.93347814281836
"2023-07-21",69.4542492533261,58.46456692913386
"2023-07-22",70.65571544936194,57.874015748031496
"2023-07-23",89.55335324463752,75.88243279934835
"2023-07-24",89.88596253054575,79.9416236763508
"2023-07-25",85.2973119739343,70.60819983708933
"2023-07-26",81.74721694270974,66.80016291067065
"2023-07-27",81.6114580505023,63.98316589736628
"2023-07-28",71.47026880260657,59.40809122997556
"2023-07-29",71.98615259299484,58.396687483030135
"2023-07-30",89.60086885691013,71.73499864241107
"2023-07-31",93.79581862612001,78.09530274232962
"2023-08-01",86.44447461308715,77.28074938908499
"2023-08-02",86.42411077925604,74.57914743415694
"2023-08-03",80.02307901167526,71.24626663046429
"2023-08-04",73.2554982351344,65.01493347814282
"2023-08-05",73.50665218571817,60.229432527830575
"2023-08-06",88.31115938093946,74.89139288623404
"2023-08-07",89.47868585392344,78.48221558512083
"2023-08-08",85.62313331523215,73.3505294596796
"2023-08-09",83.57317404289981,71.06299212598425
"2023-08-10",76.8870486016834,71.51778441487917
"2023-08-11",71.7553624762422,63.12109693184904
"2023-08-12",69.65788759163725,60.738528373608474
"2023-08-13",83.25414064621232,71.78251425468368
"2023-08-14",89.12571273418409,75.57018734727124
"2023-08-15",82.06625033939723,72.19657887591637
"2023-08-16",79.29676893836546,69.70540320390985
"2023-08-17",74.56557154493619,66.5218571816454
"2023-08-18",69.63073581319577,59.91039913114309
"2023-08-19",65.95166983437416,55.56611458050502
"2023-08-20",78.76052131414608,68.41569372793919
"2023-08-21",80.31496062992126,69.75291881618246
"2023-08-22",84.08905783328808,66.70513168612544
"2023-08-23",74.97284822155851,62.869942981265275
"2023-08-24",70.57426011403747,60.439858810752106
"2023-08-25",66.41325006787945,53.72658159109422
"2023-08-26",63.89492261743144,50.43442845506381
"2023-08-27",77.04995927233234,61.702416508281296
"2023-08-28",83.28129242465381,65.8430627206082
"2023-08-29",77.28074938908499,59.94433885419495
"2023-08-30",73.85283736084713,59.231604670105895
"2023-08-31",64.58729296768938,57.249524843877275
"2023-09-01",61.980722237306544,52.95954385012218
"2023-09-02",60.93537876730926,51.85310887863155
"2023-09-03",71.74857453163182,63.82704317132772
"2023-09-04",74.47054032039098,65.1914200380125
"2023-09-05",72.76676622318762,61.240836274776
"2023-09-06",70.51995655715449,58.02335052945968
"2023-09-07",66.40646212326908,52.158566386098286
"2023-09-08",61.227260385555255,49.04289980993755
"2023-09-09",60.23622047244095,48.62883518870486
"2023-09-10",83.35595981536791,58.19304914471898
"2023-09-11",80.70187347271246,59.39451534075482
"2023-09-12",73.3301656258485,57.568558240564755
"2023-09-13",70.1058919359218,54.76513711648113
"2023-09-14",66.48112951398316,53.77409720336682
"2023-09-15",61.97393429269617,48.6424110779256
"2023-09-16",58.36953570458865,45.21449904968775
"2023-09-17",79.50040727667663,54.73119739342927
"2023-09-18",75.38012489818082,53.12245452077111
"2023-09-19",72.90931306000543,53.550095031224544
"2023-09-20",65.88379038827043,49.39587292967689
"2023-09-21",62.096117295682866,47.25088243279935
"2023-09-22",57.82650013575889,43.54466467553625
"2023-09-23",56.16345370621776,42.445017648655984
"2023-09-24",68.66684767852294,52.26038555525387
"2023-09-25",73.19440673364106,53.441487917458595
"2023-09-26",64.66196035840348,49.0564756991583
"2023-09-27",64.77056747216943,46.63996741786587
"2023-09-28",60.0054303556883,43.565028509367366
"2023-09-29",56.53679065978822,41.148520228074936
"2023-09-30",55.776540863426554,42.580776540863425
"2023-10-01",71.31414607656802,52.1314146076568
"2023-10-02",69.1148520228075,54.58186261200109
"2023-10-03",75.74667390714092,49.93212055389628
"2023-10-04",62.1843605756177,47.746402389356504
"2023-10-05",58.18626120010861,46.178387184360574
"2023-10-06",55.74938908498507,42.88623404833017
"2023-10-07",52.12462666304643,41.34537062177573
"2023-10-08",64.83165897366277,52.07711105077382
"2023-10-09",65.32039098560956,52.95275590551181
"2023-10-10",65.55118110236221,49.647026880260654
"2023-10-11",59.42845506380668,46.653543307086615
"2023-10-12",56.08878631550367,46.88433342383926
"2023-10-13",55.382840076024976,43.06950855281021
"2023-10-14",54.439315775183275,44.128427912028236
"2023-10-15",64.88596253054575,53.43469997284822
"2023-10-16",62.374423024708115,53.12245452077111
"2023-10-17",62.99891392886234,51.045343469997285
"2023-10-18",55.99375509095846,46.18517512897095
"2023-10-19",53.43469997284822,43.334238392614715
"2023-10-20",50.69237035025794,41.521857181645395
"2023-10-21",50.79418951941352,39.560141189247894
"2023-10-22",61.28156394243823,49.049687754547925
"2023-10-23",63.12788487645941,49.33478142818355
"2023-10-24",57.98941080640782,45.52674450176487
"2023-10-25",53.855552538691285,42.370350257941894
"2023-10-26",51.95492804778713,40.490089600868856
"2023-10-27",48.92750475156123,38.27721965788759
"2023-10-28",48.0382840076025,36.17295682867228
"2023-10-29",56.80830844420309,43.91121368449633
"2023-10-30",55.606842248167254,42.53326092859082
"2023-10-31",52.55905511811024,46.52457235948955
"2023-11-01",53.23106163453706,43.992669019820795
"2023-11-02",51.215042085256584,41.02633722508824
"2023-11-03",45.87292967689384,37.096117295682866
"2023-11-04",46.45669291338583,36.31550366549009
"2023-11-05",59.136573445560686,47.373065435786046
"2023-11-06",58.82432799348357,45.669291338582674
"2023-11-07",53.22427368992669,43.66684767852294
"2023-11-08",52.19250610915015,41.10100461580234
"2023-11-09",50.41406462123269,39.50583763236492
"2023-11-10",46.47026880260657,37.3065435786044
"2023-11-11",45.85256584306272,35.54167797990768
"2023-11-12",56.41460765680152,44.01982079826229
"2023-11-13",60.71137659516698,43.27993483573174
"2023-11-14",53.76730925875645,42.68259571001901
"2023-11-15",49.708118381754005,40.08960086885691
"2023-11-16",47.94325278305729,38.41297855009503
"2023-11-17",44.48140103176758,35.98968232419224
"2023-11-18",44.87510181916915,33.756448547379854
"2023-11-19",53.07493890849851,40.55796904697257
"2023-11-20",56.79473255498235,40.59190877002444
"2023-11-21",50.66521857181645,36.91284279120283
"2023-11-22",47.34591365734455,39.207168069508555
"2023-11-23",45.710019006244906,34.455606842248166
"2023-11-24",46.2462666304643,34.69318490361119
"2023-11-25",40.714091773011134,31.115938093945154
"2023-11-26",50.9435243008417,38.17540048873201
"2023-11-27",53.46185175128971,38.90849850665219
"2023-11-28",45.11946782514255,37.33369535704588
"2023-11-29",40.6258484930763,32.799348357317406
"2023-11-30",37.8631550366549,30.8376323649199
"2023-12-01",35.58919359218029,28.984523486288353
"2023-12-02",34.61172956828672,28.475427640510453
"2023-12-03",40.938093945153405,34.08226988867771
"2023-12-04",44.7189790931306,34.12299755633994
"2023-12-05",40.164268259571,34.306272060819985
"2023-12-06",40.693727939180015,31.86261200108607
"2023-12-07",39.831658973662776,30.6679337496606
"2023-12-08",36.99429812652729,28.115666576160738
"2023-12-09",37.679880532174856,27.19250610915015
"2023-12-10",45.20092316046701,34.61851751289709
"2023-12-11",49.402660874287264,34.91039913114309
"2023-12-12",45.34346999728482,34.3741515069237
"2023-12-13",47.92967689383654,31.38066793374966
"2023-12-14",40.61227260385555,31.597882161281564
"2023-12-15",39.68232419223459,30.118110236220474
"2023-12-16",38.94922617431442,30.18598968232419
"2023-12-17",46.01547651371165,33.6478414336139
"2023-12-18",46.008688569101274,37.3065435786044
"2023-12-19",47.66494705403204,36.13901710562042
"2023-12-20",40.59869671463481,34.12299755633994
"2023-12-21",39.45832202009232,31.767580776540864
"2023-12-22",38.85419494976921,28.210697800705947
"2023-12-23",35.5620418137388,23.35731740428998
"2023-12-24",32.493890849850665,31.149877816997012
"2023-12-25",41.3521585663861,47.62421938636981
"2023-12-26",54.649742058104806,53.48221558512083
"2023-12-27",66.31143089872387,54.18816182459951
"2023-12-28",63.57588922074396,52.043171327721964
"2023-12-29",60.55525386912843,49.572359489546564
"2023-12-30",59.02796633179473,36.51914200380125
