AÑO;MES;ESTACION_DE_MEDICION;CCAA;PROVINCIA;HORAS_DE_SOL_DIARIAS;INDICE_UV
2016;1;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,252;
2016;1;MURCIA;Región de Murcia;Murcia;6,245;1,755
2016;1;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,384;
2016;1;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,7;
2016;1;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,162;
2016;1;YECLA;Región de Murcia;Murcia;5,777;
2016;1;ÁGUILAS;Región de Murcia;Murcia;6,277;
2016;2;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,355;
2016;2;MURCIA;Región de Murcia;Murcia;6,662;2,734
2016;2;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,372;
2016;2;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,728;
2016;2;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;5,766;
2016;2;YECLA;Región de Murcia;Murcia;6,748;
2016;2;ÁGUILAS;Región de Murcia;Murcia;6,069;
2016;3;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,565;
2016;3;MURCIA;Región de Murcia;Murcia;8,687;4,168
2016;3;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,855;
2016;3;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,906;
2016;3;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,248;
2016;3;YECLA;Región de Murcia;Murcia;8,09;
2016;3;ÁGUILAS;Región de Murcia;Murcia;8,806;
2016;4;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;7,263;
2016;4;MURCIA;Región de Murcia;Murcia;9,017;5,903
2016;4;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,476;
2016;4;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,18;
2016;4;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,22;
2016;4;YECLA;Región de Murcia;Murcia;7,82;
2016;4;ÁGUILAS;Región de Murcia;Murcia;8,767;
2016;5;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;8,619;
2016;5;MURCIA;Región de Murcia;Murcia;10,419;7,045
2016;5;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,168;
2016;5;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,074;
2016;5;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;10,381;
2016;5;YECLA;Región de Murcia;Murcia;9,284;
2016;5;ÁGUILAS;Región de Murcia;Murcia;10,555;
2016;6;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,033;
2016;6;MURCIA;Región de Murcia;Murcia;12,273;8,237
2016;6;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,917;
2016;6;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,883;
2016;6;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,28;
2016;6;YECLA;Región de Murcia;Murcia;11,717;
2016;6;ÁGUILAS;Región de Murcia;Murcia;12,087;
2016;7;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,652;
2016;7;MURCIA;Región de Murcia;Murcia;11,826;7,871
2016;7;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,229;
2016;7;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,352;
2016;7;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,466;
2016;7;YECLA;Región de Murcia;Murcia;11,216;
2016;7;ÁGUILAS;Región de Murcia;Murcia;11,423;
2016;8;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,274;
2016;8;MURCIA;Región de Murcia;Murcia;11,51;7,523
2016;8;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,081;
2016;8;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,4;
2016;8;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,542;
2016;8;YECLA;Región de Murcia;Murcia;10,952;
2016;8;ÁGUILAS;Región de Murcia;Murcia;11,467;
2016;9;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;8,213;
2016;9;MURCIA;Región de Murcia;Murcia;10,243;5,737
2016;9;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,92;
2016;9;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,693;
2016;9;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;10,103;
2016;9;YECLA;Región de Murcia;Murcia;9,663;
2016;9;ÁGUILAS;Región de Murcia;Murcia;10,143;
2016;10;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,794;
2016;10;MURCIA;Región de Murcia;Murcia;7,09;3,729
2016;10;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,432;
2016;10;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,871;
2016;10;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,597;
2016;10;YECLA;Región de Murcia;Murcia;6,377;
2016;10;ÁGUILAS;Región de Murcia;Murcia;7,694;
2016;11;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,603;
2016;11;MURCIA;Región de Murcia;Murcia;6,237;1,92
2016;11;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,17;
2016;11;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,5;
2016;11;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,663;
2016;11;YECLA;Región de Murcia;Murcia;5,719;
2016;11;ÁGUILAS;Región de Murcia;Murcia;6,45;
2016;12;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;2,535;
2016;12;MURCIA;Región de Murcia;Murcia;4,51;1,316
2016;12;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;4,655;
2016;12;MURCIA/SAN JAVIER;Región de Murcia;Murcia;4,226;
2016;12;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;4,27;
2016;12;YECLA;Región de Murcia;Murcia;4,458;
2016;12;ÁGUILAS;Región de Murcia;Murcia;4,632;
2017;1;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,352;
2017;1;MURCIA;Región de Murcia;Murcia;6,439;1,658
2017;1;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,529;
2017;1;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,293;
2017;1;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,258;
2017;1;YECLA;Región de Murcia;Murcia;5,877;
2017;1;ÁGUILAS;Región de Murcia;Murcia;6,203;
2017;2;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,964;
2017;2;MURCIA;Región de Murcia;Murcia;6,718;2,468
2017;2;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,021;
2017;2;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,238;
2017;2;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,961;
2017;2;YECLA;Región de Murcia;Murcia;6,525;
2017;2;ÁGUILAS;Región de Murcia;Murcia;6,489;
2017;3;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,587;
2017;3;MURCIA;Región de Murcia;Murcia;9,152;4,529
2017;3;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,71;
2017;3;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,442;
2017;3;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,535;
2017;3;YECLA;Región de Murcia;Murcia;9,177;
2017;3;ÁGUILAS;Región de Murcia;Murcia;8,952;
2017;4;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;7,64;
2017;4;MURCIA;Región de Murcia;Murcia;9,437;5,637
2017;4;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;9,133;
2017;4;MURCIA/SAN JAVIER;Región de Murcia;Murcia;9,1;
2017;4;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,903;
2017;4;YECLA;Región de Murcia;Murcia;9,15;
2017;4;ÁGUILAS;Región de Murcia;Murcia;9,78;
2017;5;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,374;
2017;5;MURCIA;Región de Murcia;Murcia;11,7;7,584
2017;5;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,006;
2017;5;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,774;
2017;5;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,571;
2017;5;YECLA;Región de Murcia;Murcia;10,926;
2017;5;ÁGUILAS;Región de Murcia;Murcia;11,484;
2017;6;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,393;
2017;6;MURCIA;Región de Murcia;Murcia;12,78;8,28
2017;6;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;12,467;
2017;6;MURCIA/SAN JAVIER;Región de Murcia;Murcia;12,24;
2017;6;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,637;
2017;6;YECLA;Región de Murcia;Murcia;12,167;
2017;6;ÁGUILAS;Región de Murcia;Murcia;12,193;
2017;7;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,935;
2017;7;MURCIA;Región de Murcia;Murcia;12,132;7,961
2017;7;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,606;
2017;7;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,687;
2017;7;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,94;
2017;7;YECLA;Región de Murcia;Murcia;11,532;
2017;7;ÁGUILAS;Región de Murcia;Murcia;11,99;
2017;8;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;8,89;
2017;8;MURCIA;Región de Murcia;Murcia;9,565;6,761
2017;8;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;9,077;
2017;8;MURCIA/SAN JAVIER;Región de Murcia;Murcia;9,157;
2017;8;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,348;
2017;8;YECLA;Región de Murcia;Murcia;9,487;
2017;8;ÁGUILAS;Región de Murcia;Murcia;9,4;
2017;9;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;7,813;
2017;9;MURCIA;Región de Murcia;Murcia;9,757;5,443
2017;9;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,98;
2017;9;MURCIA/SAN JAVIER;Región de Murcia;Murcia;9,397;
2017;9;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;10,083;
2017;9;YECLA;Región de Murcia;Murcia;9,271;
2017;9;ÁGUILAS;Región de Murcia;Murcia;10,077;
2017;10;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,2;
2017;10;MURCIA;Región de Murcia;Murcia;8,419;4,077
2017;10;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,287;
2017;10;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,922;
2017;10;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,313;
2017;10;YECLA;Región de Murcia;Murcia;8,558;
2017;10;ÁGUILAS;Región de Murcia;Murcia;9,377;
2017;11;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,903;
2017;11;MURCIA;Región de Murcia;Murcia;7,23;2,297
2017;11;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,413;
2017;11;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,238;
2017;11;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,627;
2017;11;YECLA;Región de Murcia;Murcia;7,437;
2017;11;ÁGUILAS;Región de Murcia;Murcia;7,241;
2017;12;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,987;
2017;12;MURCIA;Región de Murcia;Murcia;6,571;1,626
2017;12;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,981;
2017;12;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,282;
2017;12;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,287;
2017;12;YECLA;Región de Murcia;Murcia;6,223;
2017;12;ÁGUILAS;Región de Murcia;Murcia;6,96;
2018;1;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,252;
2018;1;MURCIA;Región de Murcia;Murcia;6,935;1,748
2018;1;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,819;
2018;1;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,845;
2018;1;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,094;
2018;1;YECLA;Región de Murcia;Murcia;6,684;
2018;1;ÁGUILAS;Región de Murcia;Murcia;6,403;
2018;2;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,957;
2018;2;MURCIA;Región de Murcia;Murcia;6,982;2,482
2018;2;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,161;
2018;2;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,846;
2018;2;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,921;
2018;2;YECLA;Región de Murcia;Murcia;6,268;
2018;2;ÁGUILAS;Región de Murcia;Murcia;7,696;
2018;3;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,1;
2018;3;MURCIA;Región de Murcia;Murcia;7,597;4,006
2018;3;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,826;
2018;3;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,993;
2018;3;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,881;
2018;3;YECLA;Región de Murcia;Murcia;6,813;
2018;3;ÁGUILAS;Región de Murcia;Murcia;7,565;
2018;4;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;7,537;
2018;4;MURCIA;Región de Murcia;Murcia;9,127;5,833
2018;4;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,853;
2018;4;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,213;
2018;4;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,363;
2018;4;YECLA;Región de Murcia;Murcia;8,023;
2018;4;ÁGUILAS;Región de Murcia;Murcia;9,053;
2018;5;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;8,819;
2018;5;MURCIA;Región de Murcia;Murcia;11,239;7,303
2018;5;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,829;
2018;5;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,019;
2018;5;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,635;
2018;5;YECLA;Región de Murcia;Murcia;9,016;
2018;5;ÁGUILAS;Región de Murcia;Murcia;11,229;
2018;6;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;9,704;
2018;6;MURCIA;Región de Murcia;Murcia;11,753;8,183
2018;6;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,07;
2018;6;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,627;
2018;6;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,817;
2018;6;YECLA;Región de Murcia;Murcia;10,543;
2018;6;ÁGUILAS;Región de Murcia;Murcia;11,853;
2018;7;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,932;
2018;7;MURCIA;Región de Murcia;Murcia;12,832;8,255
2018;7;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;12,148;
2018;7;MURCIA/SAN JAVIER;Región de Murcia;Murcia;12,21;
2018;7;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,245;
2018;7;YECLA;Región de Murcia;Murcia;12,381;
2018;7;ÁGUILAS;Región de Murcia;Murcia;12,39;
2018;8;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;8,829;
2018;8;MURCIA;Región de Murcia;Murcia;10,448;7,226
2018;8;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;9,968;
2018;8;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,639;
2018;8;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;10,867;
2018;8;YECLA;Región de Murcia;Murcia;9,342;
2018;8;ÁGUILAS;Región de Murcia;Murcia;11,026;
2018;9;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,453;
2018;9;MURCIA;Región de Murcia;Murcia;8,743;5,497
2018;9;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,477;
2018;9;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,907;
2018;9;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,23;
2018;9;YECLA;Región de Murcia;Murcia;8,17;
2018;9;ÁGUILAS;Región de Murcia;Murcia;8,65;
2018;10;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,903;
2018;10;MURCIA;Región de Murcia;Murcia;7,081;3,668
2018;10;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,61;
2018;10;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,927;
2018;10;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,561;
2018;10;YECLA;Región de Murcia;Murcia;7,14;
2018;10;ÁGUILAS;Región de Murcia;Murcia;7,019;
2018;11;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,443;
2018;11;MURCIA;Región de Murcia;Murcia;5,903;2,19
2018;11;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;5,787;
2018;11;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,657;
2018;11;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;5,833;
2018;11;YECLA;Región de Murcia;Murcia;4,783;
2018;11;ÁGUILAS;Región de Murcia;Murcia;6,193;
2018;12;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,448;
2018;12;MURCIA;Región de Murcia;Murcia;7,377;1,797
2018;12;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,4;
2018;12;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,516;
2018;12;YECLA;Región de Murcia;Murcia;7,355;
2018;12;ÁGUILAS;Región de Murcia;Murcia;6,842;
2019;1;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,862;
2019;1;MURCIA;Región de Murcia;Murcia;7,332;1,913
2019;1;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,468;
2019;1;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,958;
2019;1;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,242;
2019;1;YECLA;Región de Murcia;Murcia;7,387;
2019;1;ÁGUILAS;Región de Murcia;Murcia;7,161;
2019;2;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,75;
2019;2;MURCIA;Región de Murcia;Murcia;8,354;3,215
2019;2;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,404;
2019;2;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,839;
2019;2;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,596;
2019;2;YECLA;Región de Murcia;Murcia;8,943;
2019;2;ÁGUILAS;Región de Murcia;Murcia;9,45;
2019;3;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,439;
2019;3;MURCIA;Región de Murcia;Murcia;8,842;4,526
2019;3;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,581;
2019;3;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,355;
2019;3;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,061;
2019;3;YECLA;Región de Murcia;Murcia;8,865;
2019;3;ÁGUILAS;Región de Murcia;Murcia;8,797;
2019;4;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,787;
2019;4;MURCIA;Región de Murcia;Murcia;8,377;5,35
2019;4;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,803;
2019;4;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,193;
2019;4;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,237;
2019;4;YECLA;Región de Murcia;Murcia;7,397;
2019;4;ÁGUILAS;Región de Murcia;Murcia;8,579;
2019;5;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;9,532;
2019;5;MURCIA;Región de Murcia;Murcia;10,897;7,439
2019;5;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,516;
2019;5;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,645;
2019;5;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,181;
2019;5;YECLA;Región de Murcia;Murcia;10,3;
2019;5;ÁGUILAS;Región de Murcia;Murcia;11,345;
2019;6;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,277;
2019;6;MURCIA;Región de Murcia;Murcia;12,697;8,193
2019;6;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;12,133;
2019;6;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,97;
2019;6;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,177;
2019;6;YECLA;Región de Murcia;Murcia;11,4;
2019;6;ÁGUILAS;Región de Murcia;Murcia;12,234;
2019;7;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,948;
2019;7;MURCIA;Región de Murcia;Murcia;11,735;7,752
2019;7;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,181;
2019;7;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,258;
2019;7;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,665;
2019;7;ÁGUILAS;Región de Murcia;Murcia;11,477;
2019;8;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;9,862;
2019;8;MURCIA;Región de Murcia;Murcia;11,148;7,403
2019;8;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,69;
2019;8;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,368;
2019;8;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,142;
2019;8;ÁGUILAS;Región de Murcia;Murcia;10,935;
2019;9;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,834;
2019;9;MURCIA;Región de Murcia;Murcia;8,253;5,217
2019;9;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,167;
2019;9;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,821;
2019;9;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,376;
2019;9;YECLA;Región de Murcia;Murcia;7,604;
2019;9;ÁGUILAS;Región de Murcia;Murcia;9,034;
2019;10;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,519;
2019;10;MURCIA;Región de Murcia;Murcia;8,1;3,868
2019;10;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,623;
2019;10;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,263;
2019;10;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,403;
2019;10;YECLA;Región de Murcia;Murcia;8,303;
2019;10;ÁGUILAS;Región de Murcia;Murcia;8,59;
2019;11;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,028;
2019;11;MURCIA;Región de Murcia;Murcia;7,36;2,12
2019;11;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,307;
2019;11;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,237;
2019;11;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,579;
2019;11;YECLA;Región de Murcia;Murcia;6,813;
2019;11;ÁGUILAS;Región de Murcia;Murcia;7,641;
2019;12;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,034;
2019;12;MURCIA;Región de Murcia;Murcia;5,226;1,419
2019;12;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;5,313;
2019;12;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,039;
2019;12;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;5,545;
2019;12;YECLA;Región de Murcia;Murcia;5,681;
2019;12;ÁGUILAS;Región de Murcia;Murcia;4,929;
2020;1;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,455;
2020;1;MURCIA;Región de Murcia;Murcia;6,374;1,545
2020;1;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,371;
2020;1;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,707;
2020;1;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,929;
2020;1;YECLA;Región de Murcia;Murcia;6,043;
2020;1;ÁGUILAS;Región de Murcia;Murcia;6,135;
2020;2;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,903;
2020;2;MURCIA;Región de Murcia;Murcia;8,059;3,041
2020;2;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,734;
2020;2;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,0;
2020;2;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,472;
2020;2;YECLA;Región de Murcia;Murcia;7,814;
2020;2;ÁGUILAS;Región de Murcia;Murcia;8,131;
2020;3;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,439;
2020;3;MURCIA;Región de Murcia;Murcia;6,61;3,723
2020;3;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;5,939;
2020;3;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,965;
2020;3;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,69;
2020;3;YECLA;Región de Murcia;Murcia;5,481;
2020;3;ÁGUILAS;Región de Murcia;Murcia;6,34;
2020;4;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,04;
2020;4;MURCIA;Región de Murcia;Murcia;7,22;5,66
2020;4;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,573;
2020;4;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,429;
2020;4;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,807;
2020;4;YECLA;Región de Murcia;Murcia;6,6;
2020;4;ÁGUILAS;Región de Murcia;Murcia;7,093;
2020;5;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;9,319;
2020;5;MURCIA;Región de Murcia;Murcia;11,248;7,419
2020;5;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,623;
2020;5;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,481;
2020;5;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,316;
2020;5;YECLA;Región de Murcia;Murcia;10,077;
2020;5;ÁGUILAS;Región de Murcia;Murcia;11,255;
2020;6;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,393;
2020;6;MURCIA;Región de Murcia;Murcia;11,843;8,343
2020;6;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,77;
2020;6;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,667;
2020;6;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,05;
2020;6;YECLA;Región de Murcia;Murcia;11,19;
2020;6;ÁGUILAS;Región de Murcia;Murcia;12,107;
2020;7;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,071;
2020;7;MURCIA;Región de Murcia;Murcia;12,41;8,245
2020;7;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,919;
2020;7;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,387;
2020;7;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,006;
2020;7;YECLA;Región de Murcia;Murcia;11,574;
2020;7;ÁGUILAS;Región de Murcia;Murcia;12,323;
2020;8;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;9,455;
